ApprovalID,Address,ProjectID,ApprovalStatus,ProjectTitle,CensusBureauCategory,ApprovalCreation,ApprovalIssuance,AffordableUnits,DaysToIssuance,IsIssued,HasCategory,HasProjectID
2369431,405 16TH ST,653111,Created,Digital-The Fellow (high rise),Acc Struct to 3+ Fam or NonRes,11/21/2019,,11,,0,1,1
2372152,4566 30TH ST,653144,Issued,DIGITAL-30th St. Apartments,Five or More Family Apt,11/27/2019,6/27/2022,2,943,1,1,1
2371082,4505 ILLINOIS ST,653414,Issued,Digi - IS_Micro Units,Five or More Family Apt,11/26/2019,2/11/2022,2,808,1,1,1
2372277,5310 ADOBE FALLS RD,653571,Completed,Waring Gardens Apartments,Five or More Family Apt,11/27/2019,5/28/2021,9,548,1,1,1
2372219,2001 04TH AV,653656,Completed,The Hawthorne (Building C),Add/Alt Tenant Improvements,11/27/2019,8/21/2020,3,268,1,1,1
2373556,5858 MOUNT ALIFAN DR,653910,Completed,Ivy Senior Apartments,Five or More Family Apt,12/4/2019,5/13/2020,52,161,1,1,1
2374590,4530 INGRAHAM ST,654100,Completed,Blue Car new multi-family,Five or More Family Apt,12/6/2019,3/19/2021,1,469,1,1,1
2374800,4310 ARAGON DR,654145,Cancelled,Digital - University Mixed Use,Five or More Family Apt,12/6/2019,,2,,0,1,1
2374859,4555 30TH ST,654148,Issued,Digital-Fenton Residential,Five or More Family Apt,12/6/2019,4/11/2022,5,857,1,1,1
2375398,4333 ILLINOIS ST,654258,Completed,Illinois St Apartments,Five or More Family Apt,12/9/2019,1/27/2020,5,49,1,1,1
2375895,2441 UNIVERSITY AV,654375,Completed,n-B-tween (bldg) PERMIT NOW,Five or More Family Apt,12/10/2019,5/26/2021,3,533,1,1,1
2376430,5930 DIVISION ST,654482,Completed,Valencia pointe mixed use,Five or More Family Apt,12/11/2019,2/23/2021,102,440,1,1,1
2376657,1011 UNION ST,654500,Completed,Digitl 220 W Broadway Hi Rise,Five or More Family Condo,12/11/2019,7/1/2021,41,568,1,1,1
2377287,2078 HARRISON AV,654636,Created,Shift2 New MDU,Five or More Family Apt,12/12/2019,,1,,0,1,1
2377391,3056 IMPERIAL AV,654657,Created,Shift New MDU,Five or More Family Apt,12/12/2019,,1,,0,1,1
2377660,3023 IMPERIAL AV,654700,Created,Cholla House New MDU,Five or More Family Apt,12/12/2019,,1,,0,1,1
2379863,6073 AVENIDA CHAMNEZ,655099,Created,Stanley Guest Quarters,"Add/Alt Guest House, No Chg DU",12/17/2019,,1,,0,1,1
2381482,4060 OREGON ST,655271,Created,Closed,,12/19/2019,,3,,0,0,1
2382081,6863 NEWBERRY ST,655479,Completed,Tran Addition and Remodel,"Add/Alt 1 or 2 Fam, No Chg DU",12/19/2019,10/13/2020,1,299,1,1,1
2383799,2100 04TH AV,655732,Issued,Digital-Hawthorn,Five or More Family Apt,12/23/2019,2/28/2022,6,798,1,1,1
2385119,4031 CAMINITO DEHESA,656033,Completed,No Plan Combo Permit,"Add/Alt 1 or 2 Fam, No Chg DU",1/8/2020,1/8/2020,1,0,1,1,1
2390245,376 NAUTILUS ST,657204,Completed,Combination (No Plan permit),"Add/Alt 1 or 2 Fam, No Chg DU",1/28/2020,1/28/2020,1,0,1,1,1
2390296,4551 HAMILTON ST,657213,Completed,Ten on Hamilton MDU,Five or More Family Apt,1/28/2020,11/14/2020,1,291,1,1,1
2395113,2645 ULRIC ST,657817,Completed,Digital-Ulric St Apart,Five or More Family Apt,2/7/2020,10/20/2020,10,256,1,1,1
2394024,1951 47TH ST Unit 37,658045,Completed,MOBILE HOME INSTALLATION,New/Replac Mobile Home Inst,2/5/2020,2/5/2020,1,0,1,1,1
2395715,4233 KANSAS ST,658054,Issued,Digital - Kansas St. Units,Five or More Family Apt,2/10/2020,5/3/2022,4,813,1,1,1
2395098,5121 BARSTOW ST,658264,Completed,No Plan Kitchen Remodel,"Add/Alt 1 or 2 Fam, No Chg DU",2/7/2020,2/7/2020,1,0,1,1,1
2398237,2712 GOBAT AV,658958,Completed,Combination (No Plan permit),"Add/Alt 1 or 2 Fam, No Chg DU",2/14/2020,2/14/2020,1,0,1,1,1
2398342,6151 MONTEZUMA RD,658974,Completed,Digital_Zuma West Apts,Five or More Family Apt,2/14/2020,5/5/2022,2,811,1,1,1
2398853,7863 ENTRADA ANGELICA,659069,Completed,NO PLAN KITCHEN/BATH REMODEL,"Add/Alt 1 or 2 Fam, No Chg DU",2/18/2020,2/18/2020,1,0,1,1,1
2400597,3732 10TH AV,659076,Completed,Cayuca,Five or More Family Apt,2/24/2020,1/14/2021,2,325,1,1,1
2401444,12262 MIDDLEBROOK SQ,659598,Completed,NO PLAN KITCHEN/BATH REMODEL,"Add/Alt 1 or 2 Fam, No Chg DU",2/25/2020,2/25/2020,1,0,1,1,1
2414074,3918 ARIZONA ST,661969,Completed,DIGITAL-Arizona St. Housing,Five or More Family Apt,3/30/2020,7/14/2021,3,471,1,1,1
2416383,908 S 26TH ST,662477,Created,Digital - The Barrio Flats,Single Room Occupant Hotel,4/8/2020,,4,,0,1,1
2417230,3634 INDIANA ST,662734,Completed,Indiana Street Apartments,Five or More Family Apt,4/9/2020,6/4/2021,2,421,1,1,1
2420814,5032 HILLTOP DR,663406,Completed,Digital-PERMITNOW Hillt.&Ecl.,Five or More Family Apt,4/22/2020,10/23/2020,111,184,1,1,1
2422559,1420 PACIFIC BEACH DR Unit A & B,663730,Completed,Pacific Beach Drive Townhomes,Two Family Apartment,4/28/2020,10/27/2020,1,182,1,1,1
2433835,3066 NORTH PARK WY,664987,Completed,Digital-PermitNow NPCC,Five or More Family Apt,6/4/2020,3/16/2021,5,285,1,1,1
2433844,3067 05TH AV,665643,Completed,Digital-PermitNowSecoyaBldg,Five or More Family Apt,6/4/2020,12/23/2020,7,202,1,1,1
2434712,5385 LA JOLLA BL,666784,Issued,5385 La Jolla Biltmore Apts.,Five or More Family Apt,6/9/2020,10/2/2021,1,480,1,1,1
2444930,4234 MISSISSIPPI ST,667121,Completed,Digital - MIXED USE Miss ECB,Five or More Family Apt,7/9/2020,4/9/2021,6,274,1,1,1
2448904,926 27TH ST,667858,Issued,Digital- 27TH ST APT PERMITNOW,Five or More Family Apt,7/20/2020,6/20/2022,2,700,1,1,1
2446473,4015 RICHMOND ST,668767,Issued,Digital - Richmonds Multi-Aptm,Five or More Family Apt,7/14/2020,7/12/2022,3,728,1,1,1
2443143,11107 DOVERHILL RD,668939,Completed,No Plans  Bathroom Remodel,"Add/Alt 1 or 2 Fam, No Chg DU",7/6/2020,7/6/2020,3,0,1,1,1
2446043,1956 HORNBLEND ST Unit #4&5,668975,Completed,Digital - Hornblend Project,One Family Detached,7/14/2020,2/19/2021,2,220,1,1,1
2449898,220 MONTECITO WY,669878,Pending Invoice Payment,Digital - Montecito Apts.,Five or More Family Apt,7/22/2020,8/14/2023,2,1118,1,1,1
2448114,11483 AVENGER RD,670111,Completed,SFR No Plans Kitchen Remodel,"Add/Alt 1 or 2 Fam, No Chg DU",7/17/2020,7/17/2020,3,0,1,1,1
2448926,4384 HAMILTON ST,670161,Completed,Digital -Nok Nok NP Permit Now,Five or More Family Apt,7/21/2020,6/25/2021,2,339,1,1,1
2454005,15532 TANNER RIDGE RD,671367,Completed,NO PLAN KITCHEN/BATH REMODEL,"Add/Alt 1 or 2 Fam, No Chg DU",8/3/2020,8/3/2020,3,0,1,1,1
2459637,429 W SAN YSIDRO BL,672431,Completed,Digital PN San Ysidro Apt Bldg,Five or More Family Apt,8/19/2020,12/4/2020,8,107,1,1,1
2459048,7980 MERRINGTON PL,672467,Completed,No Plan Kitchen Remodel,"Add/Alt 1 or 2 Fam, No Chg DU",8/18/2020,8/18/2020,3,0,1,1,1
2459614,11810 HANDRICH DR,672586,Completed,NO PLAN. KITCHEN REMODEL,"Add/Alt 1 or 2 Fam, No Chg DU",8/19/2020,8/19/2020,3,0,1,1,1
2481355,3840 06TH AV,672600,Completed,Digital-3840 6th Ave Hillcrest,Five or More Family Apt,10/16/2020,4/28/2022,4,559,1,1,1
2465959,3111 FENELON ST,673188,Completed,Digital-Fenelon St-Permit Now,Five or More Family Apt,9/8/2020,11/3/2021,3,421,1,1,1
2462563,18096 SENCILLO DR,673262,Completed,"NO PLAN. WINDOWS,RESTUCCO,SIDI","Add/Alt 1 or 2 Fam, No Chg DU",8/27/2020,9/9/2020,3,13,1,1,1
2466198,12535 MONTELLANO TR [Pending],674111,Completed,NO PLAN PRE FAB FIREPLACE REP,"Add/Alt 1 or 2 Fam, No Chg DU",9/9/2020,9/9/2020,3,0,1,1,1
2480561,1661 HARVEY MILK ST,674197,Completed,Digital - Harvey Milk Mixed,Five or More Family Apt,10/15/2020,7/19/2021,2,277,1,1,1
2466992,4717 MOUNT ALIFAN DR,674291,Completed,NO PLAN. KITCHEN/BATH REMODEL,"Add/Alt 1 or 2 Fam, No Chg DU",9/11/2020,9/11/2020,3,0,1,1,1
2467367,11248 CAMINITO CORRIENTE,674390,Completed,SFR COMB NO PLAN BATH REMODEL,"Add/Alt 1 or 2 Fam, No Chg DU",9/11/2020,9/11/2020,3,0,1,1,1
2467424,3525 WELLESLY AV,674407,Completed,NO PLAN. KITCHEN/BATH REMODEL,"Add/Alt 1 or 2 Fam, No Chg DU",9/14/2020,9/14/2020,3,0,1,1,1
2473264,1947 MEADE AV,675831,Completed,NO PLAN. KITCH/GARAGE REMOVAL,"Add/Alt 1 or 2 Fam, No Chg DU",9/30/2020,9/30/2020,3,0,1,1,1
2477811,4360 TWAIN AV,675839,Completed,"Digital, Twain Ave. Apartments",Five or More Family Apt,10/9/2020,8/4/2021,12,299,1,1,1
2473309,3919 SANTA CRUZ AV,675842,Completed,NO PLAN. DRYWALL REPAIR/KITCHE,"Add/Alt 1 or 2 Fam, No Chg DU",9/30/2020,10/1/2020,3,1,1,1,1
2482648,4020 44TH ST,676121,Completed,Digital-UnionAffordableHousing,Five or More Family Apt,10/20/2020,9/27/2021,60,342,1,1,1
2484222,3333 04TH AV,676140,Created,Digital- WITHDRAWN,Five or More Family Apt,10/26/2020,,6,,0,1,1
2479879,4350 CLEVELAND AV,676179,Created,Digital- C12 LOFTS,Five or More Family Apt,10/14/2020,,1,,0,1,1
2475550,800 BROADWAY,676300,Issued,Digital-800 Broadway Build Out,Five or More Family Apt,10/5/2020,3/3/2022,33,514,1,1,1
2486137,4520 ALVARADO CANYON RD,677066,Completed,Digitl-Grantville Station Apts,Five or More Family Apt,10/30/2020,8/6/2021,5,280,1,1,1
2529036,6101 Village Wy,677364,Issued,DGTL (PN) Corallina Mixed Use,Five or More Family Apt,3/18/2021,4/14/2022,17,392,1,1,1
2488736,11909 SUNSHINE PEAK CT,678958,Completed,NO PLAN-BATH REMODEL,"Add/Alt 1 or 2 Fam, No Chg DU",11/9/2020,11/9/2020,3,0,1,1,1
2490865,3669 FLORIDA ST,679104,Created,Digital-Florida St.Multi-Units,Five or More Family Condo,11/16/2020,,1,,0,1,1
2490510,12906 CAMINITO DE LAS OLAS,679322,Completed,DUPLEX  NO PLAN PERMIT,"Add/Alt 1 or 2 Fam, No Chg DU",11/13/2020,11/16/2020,3,3,1,1,1
2496652,2601 ULRIC ST,679346,Completed,Digital-- Senior Housing,Five or More Family Apt,12/2/2020,6/2/2022,10,547,1,1,1
2503358,421 25TH ST,679409,Completed,Digital -Sherman Cosmonaut,Five or More Family Apt,12/21/2020,2/1/2022,1,407,1,1,1
2492584,4061 FAIRMOUNT AV,679798,Completed,Digital 4th CornerApt MixedUse,Five or More Family Apt,11/18/2020,2/16/2022,74,455,1,1,1
2494681,5504 CHELSEA AV,680298,Completed,SFR No Plan  Deck,"Add/Alt 1 or 2 Fam, No Chg DU",11/25/2020,11/25/2020,3,0,1,1,1
2502990,891 TURQUOISE ST,680449,Completed,Digital-Turquoise Place MDU,Five or More Family Condo,12/18/2020,10/22/2021,7,308,1,1,1
2496361,6560 MONTEZUMA RD,680626,Completed,SFR No Plan Permit Deck Repair,"Add/Alt 3+, No Chg DU",12/2/2020,12/2/2020,3,0,1,1,1
2501987,2341 ULRIC ST,680889,Completed,Digital -Ulric Apartments,Five or More Family Apt,12/16/2020,9/30/2021,3,288,1,1,1
2505257,3027 KEATS ST,681310,Completed,Digital-Keats Street Apartment,Five or More Family Apt,12/28/2020,4/14/2023,1,837,1,1,1
2502776,3935 NORMAL ST,681456,Completed,DIGITAL-PERMIT NOW Normal St,Five or More Family Apt,12/18/2020,12/20/2021,3,367,1,1,1
2512694,3910 CHAPMAN ST,682131,Completed,Digital-Chapman Place,"Add/Alt 3+ Fam, Increase DU",1/26/2021,12/8/2021,1,316,1,1,1
2513448,3910 CHAPMAN ST,682131,Completed,Digital-Chapman Place,Five or More Family Apt,1/28/2021,12/8/2021,1,314,1,1,1
2513022,817 26TH ST,682569,Created,Dgtl Blue Dogg New Apartments,Three or Four Family Condo,1/27/2021,,2,,0,1,1
2508596,2449 ARDATH RD,683280,Completed,Bathroom  Remodel No Plans,"Add/Alt 1 or 2 Fam, No Chg DU",1/12/2021,1/12/2021,3,0,1,1,1
2518600,5559 LAURETTA ST,683661,Completed,Dgtl Lauretta New Apartments,Five or More Family Apt,2/12/2021,11/9/2022,2,635,1,1,1
2519316,4685 49TH ST,684151,Completed,Digital - 49th St ADUs,Add/Alt Companion Unit/Acc Apt,2/17/2021,6/16/2021,1,119,1,1,1
2519317,4687 49TH ST,684151,Completed,Digital - 49th St ADUs,Add/Alt Companion Unit/Acc Apt,2/17/2021,6/16/2021,1,119,1,1,1
2533745,3672 SIPES LN,684273,Completed,Digital- Guiterrez Res JADU,Add/Alt Companion Unit/Acc Apt,4/2/2021,11/12/2021,1,224,1,1,1
2531355,3919 LOUISIANA ST,685069,Issued,Digital- Louisiana St,Five or More Family Apt,3/25/2021,5/12/2023,2,778,1,1,1
2517232,5235 FIORE TR [Pending],685533,Completed,Condo 77 unit  DRY WALL /PEX,"Add/Alt 3+, No Chg DU",2/9/2021,2/9/2021,3,0,1,1,1
2551251,5585 MILDRED ST,686860,Cancelled,Digital-Const chg to 623604,Five or More Family Apt,5/20/2021,,3,,0,1,1
2529147,3180 IMPERIAL AV,687121,Issued,Digital-Imperial 100% Afford,Five or More Family Apt,3/18/2021,7/10/2023,3,844,1,1,1
2526138,5472 EL CAJON BL,687534,Issued,Digt Permit Now warm shell FHC,Five or More Family Apt,3/9/2021,2/1/2023,26,694,1,1,1
2542441,1105 BROADWAY,687583,Completed,DGTL-11th & Brdwy 2 (Frame/BO),Five or More Family Apt,4/27/2021,9/16/2022,49,507,1,1,1
2536802,5171 MISSION CENTER RD Unit B-3 [Pending],687966,Completed,Digital- Sola Salon Studios TI,Add/Alt Tenant Improvements,4/12/2021,9/22/2021,1,163,1,1,1
2549616,3691 NATIONAL AV,688718,Issued,Digital-National Apts ADU's,Add/Alt Companion Unit/Acc Apt,5/17/2021,11/3/2023,3,900,1,1,1
2544546,901 W WASHINGTON ST,689210,Completed,Digital-- The Sasan Apts,Five or More Family Apt,5/3/2021,3/3/2022,3,304,1,1,1
2559850,1331 COLUMBIA ST,690443,Completed,Dig Lindley Apt Frame Buildout,Five or More Family Apt,6/16/2021,12/12/2022,30,544,1,1,1
2548202,744 ROBINSON AV,690496,Issued,Digi -Robinson MIx/Micro Units,Five or More Family Apt,5/12/2021,11/15/2023,2,917,1,1,1
2554153,4076 IOWA ST,690826,Completed,Digital-- Iowa St Multi Family,Five or More Family Apt,5/28/2021,10/31/2022,1,521,1,1,1
2570778,4986 OCEAN VIEW BL,691064,Issued,Digi.Ocean view Terrace,One Family Detached,7/23/2021,4/21/2023,1,637,1,1,1
2554501,6213 MONTEZUMA RD,691475,Issued,Digital-6213 Montezuma Ave Apt,,6/1/2021,4/25/2022,3,328,1,0,1
2569346,3060 BROADWAY,692037,Created,DIGITAL-30 UNITS,,7/19/2021,,3,,0,0,1
2555109,7251 NAVAL WY,692195,Completed,DGTL-3R- Affordable Apt (PA12),Five or More Family Apt,6/2/2021,1/5/2022,180,217,1,1,1
2555213,4135 PARK BL,692332,Issued,DGT-ParkBlvd.Flats Fdn&Frm Ph1,Five or More Family Apt,6/3/2021,6/17/2022,10,379,1,1,1
2563874,2250 SISAL LN,693790,Issued,DGITAL-Epoca L MDU,Five or More Family Apt,6/30/2021,8/31/2023,59,792,1,1,1
2577222,2440 CACTUS RD Unit Bldg. B,693790,Issued,DGITAL-Epoca L MDU,Five or More Family Apt,8/30/2021,8/31/2023,60,731,1,1,1
2565868,3776 RILEY ST,693992,Created,Digi.Freedom Center Add/Remode,Non Res Conver to 3+ Fam,7/8/2021,,10,,0,1,1
2571641,3831 03RD AV,694250,Created,Digital - 3831 03rd Ave MDU,Five or More Family Apt,7/28/2021,,2,,0,1,1
2575738,14193 OLD EL CAMINO REAL,694403,Completed,DIGITL-Del Mar MDU Bldgs,Three or Four Family Condo,8/18/2021,2/24/2022,3,190,1,1,1
2575940,14161 OLD EL CAMINO REAL,694403,Cancelled,DIGITL-Del Mar MDU Bldgs,Five or More Family Condo,8/19/2021,2/24/2022,5,189,1,1,1
2575944,14129 OLD EL CAMINO REAL,694403,Completed,DIGITL-Del Mar MDU Bldgs,Five or More Family Condo,8/19/2021,2/24/2022,6,189,1,1,1
2577565,14105 OLD EL CAMINO REAL,694403,Completed,DIGITL-Del Mar MDU Bldgs,Five or More Family Condo,8/31/2021,2/24/2022,5,177,1,1,1
2577569,14141 OLD EL CAMINO REAL,694403,Completed,DIGITL-Del Mar MDU Bldgs,Five or More Family Condo,8/31/2021,2/24/2022,1,177,1,1,1
2573624,8201 MERGE AV,694511,Completed,DGT- MERGE 56 Afford. Housing,Five or More Family Apt,8/5/2021,5/13/2022,47,281,1,1,1
2573088,2820 POLK AV,695615,Issued,Digital Leparc Multi-Dwelling,Five or More Family Apt,8/3/2021,5/6/2023,3,641,1,1,1
PMT-3228520,"5411 Lauretta St, San Diego, CA 92110",PRJ-1036736,Cancelled Application Expired,General-Standard-Building Construction:5411/Lauretta,Add/Alt Companion Unit/Acc Apt,6/15/2023,,1,,0,1,1
PMT-3113519,"4200 Tonopah Av, San Diego, CA 92110",PRJ-1037602,Inspection Followup,General-Express-Building Construction:4200/Tonopah,Five or More Family Condo,8/30/2021,3/23/2023,1,570,1,1,1
PMT-3112004,"4070 Georgia St, San Diego, CA",PRJ-1037740,Closed,General-Standard-Building Construction:4070/Georgia,Five or More Family Apt,8/18/2021,1/5/2023,1,505,1,1,1
PMT-3118334,"3411 31st St, San Diego, CA 92104",PRJ-1038987,Closed,General-Standard-Building Construction:3411/31st,Three or Four Family Apt,9/29/2021,11/14/2022,2,411,1,1,1
PMT-3114364,"414 Arbor Dr, San Diego, CA",PRJ-1039103,Inspection Followup,General-Standard-Building Construction:414/Arbor,Add/Alt Companion Unit/Acc Apt,9/2/2021,10/18/2022,2,411,1,1,1
PMT-3114354,"4555 Alabama St, San Diego, CA 92116",PRJ-1039160,Closed,General-Standard-Building Construction:4555/Alabama,Add/Alt Companion Unit/Acc Apt,9/2/2021,6/16/2022,1,287,1,1,1
PMT-3114904,"1120 Nestor Wy, San Diego, CA 92154",PRJ-1039884,Closed,General-Express-Building Construction:1120/Nestor,Five or More Family Apt,9/8/2021,4/26/2022,73,230,1,1,1
PMT-3116040,"3084 Meade Av, San Diego, CA",PRJ-1040142,Closed,General-Standard-Building Construction:3084/Meade,Five or More Family Condo,9/15/2021,3/14/2023,1,545,1,1,1
PMT-3117210,"4965 Millwood Rd, San Diego, CA 92117",PRJ-1040423,Closed,Rapid Review-Standard-Building Construction:4965/Millwood,Add/Alt Companion Unit/Acc Apt,9/22/2021,1/11/2023,1,476,1,1,1
PMT-3117300,"2661 K St, San Diego, CA",PRJ-1040481,,General-Standard-Building Permit:2661/K,Add/Alt Acc Bldgs to 3+ Fam,9/23/2021,,1,,0,1,1
PMT-3119113,"10211 Rancho Carmel Dr, San Diego, CA",PRJ-1040652,Inspection Followup,Actively Managed-Express-Building Construction:10211/Rancho Carmel,,10/4/2021,1/4/2023,10,457,1,0,1
PMT-3118276,"3961 Georgia St, San Diego, CA 92103",PRJ-1040832,Cancelled Application Expired,General-Express-Building Construction:3961/Georgia,Five or More Family Apt,9/29/2021,,2,,0,1,1
PMT-3118742,"2829 Broadway, San Diego, CA 92102",PRJ-1040838,Cancelled Application Expired,General-Express-Building Construction:2829/Broadway,Five or More Family Apt,10/1/2021,,2,,0,1,1
PMT-3125163,"5505 Mary Lane Dr, San Diego, CA 92115",PRJ-1041638,Closed,General-Standard-Building Construction:5503/Mary Lane,Add/Alt Companion Unit/Acc Apt,11/16/2021,5/17/2022,2,182,1,1,1
PMT-3120055,"5144 Manchester Rd, San Diego, CA 92115",PRJ-1041832,Closed,General-Standard-Building Construction:5144/Manchester,Add/Alt Companion Unit/Acc Apt,10/11/2021,10/7/2022,1,361,1,1,1
PMT-3120060,"5144 Manchester Rd, San Diego, CA 92115",PRJ-1041832,Closed,General-Standard-Building Construction:5144/Manchester,Add/Alt Companion Unit/Acc Apt,10/11/2021,10/7/2022,1,361,1,1,1
PMT-3120065,"5144 Manchester Rd, San Diego, CA 92115",PRJ-1041832,Closed,General-Standard-Building Construction:5144/Manchester,Add/Alt Companion Unit/Acc Apt,10/11/2021,10/7/2022,1,361,1,1,1
PMT-3124267,"4451 Logan Av, San Diego, CA 92113",PRJ-1042516,Cancelled Application Expired,General-Expedite-Building Construction:4451/Logan,One Family Detached,11/9/2021,,2,,0,1,1
PMT-3124268,"4451 Logan Av, San Diego, CA 92113",PRJ-1042516,Cancelled Application Expired,General-Expedite-Building Construction:4451/Logan,One Family Detached,11/9/2021,,2,,0,1,1
PMT-3124273,"4451 Logan Av, San Diego, CA 92113",PRJ-1042516,Cancelled Application Expired,General-Expedite-Building Construction:4451/Logan,One Family Detached,11/9/2021,,1,,0,1,1
PMT-3121677,"2710 03rd Av, San Diego, CA",PRJ-1042534,Inspection Followup,General-Expedite-Building Construction:2710/03rd,,10/21/2021,1/3/2023,11,439,1,0,1
PMT-3122275,"1311 Pequena St, San Diego, CA 92154",PRJ-1043110,Closed,General-Standard-Building Construction:1311/Pequena,"Add/Alt 1 or 2 Fam, No Chg DU",10/26/2021,5/23/2022,1,209,1,1,1
PMT-3125897,"5727 Lauretta St, San Diego, CA 92110",PRJ-1043791,Closed,General-Express-Building Construction:5727/Lauretta,Five or More Family Apt,11/19/2021,6/29/2023,1,587,1,1,1
PMT-3277988,"5727 Lauretta St, San Diego, CA 92110",PRJ-1043791,Inspection Followup,General-Express-Building Construction:5727/Lauretta,ACC STRUCT- NON RES,3/4/2024,11/1/2024,1,242,1,1,1
PMT-3126326,"530 42nd St, San Diego, CA",PRJ-1043910,Cancelled Application Expired,Actively Managed-Express-Building Construction:530/42nd,Three or Four Family Apt,11/23/2021,,9,,0,1,1
PMT-3126508,"531 Morrison St, San Diego, CA",PRJ-1043910,Cancelled Application Expired,Actively Managed-Express-Building Construction:530/42nd,Three or Four Family Apt,11/24/2021,,9,,0,1,1
PMT-3341994,"4810 Canyon View, San Diego, CA 92117",PRJ-1044024,Closed,General-Standard-Building Construction:3450/Clairemont,Three or Four Family Apt,3/10/2025,3/10/2025,1,0,1,1,1
PMT-3127948,"3090 Polk Av, San Diego, CA",PRJ-1044085,Inspection Followup,General-Standard-Building Construction:3090/Polk,Five or More Family Apt,12/6/2021,9/25/2023,11,658,1,1,1
PMT-3129303,"4552 North Av, San Diego, CA",PRJ-1044228,Cancelled,General-Express-Building Construction:4552/North,"Add/Alt 3+ Fam, Increase DU",12/14/2021,7/7/2022,2,205,1,1,1
PMT-3125597,"2810 Nye St, San Diego, CA 92111",PRJ-1044263,Closed,General-Standard-Building Construction:2810/Nye,Add/Alt Companion Unit/Acc Apt,11/17/2021,8/3/2023,2,624,1,1,1
PMT-3126777,"6251 Mary Lane Dr, San Diego, CA 92115",PRJ-1044626,Closed,General-Standard-Building Construction:6251/Mary Lane,Add/Alt Companion Unit/Acc Apt,11/29/2021,8/30/2023,1,639,1,1,1
PMT-3126205,"5119 East Falls View Dr, San Diego, CA 92115",PRJ-1044698,Closed,General-Standard-Building Construction:5119/East Falls View,Add/Alt Companion Unit/Acc Apt,11/22/2021,4/25/2022,1,154,1,1,1
PMT-3181958,"6828 Amherst St, San Diego, CA 92115",PRJ-1044699,Closed,General-Standard-Combination Building Permit:6826/Amherst,Add/Alt Companion Unit/Acc Apt,10/13/2022,11/20/2023,2,403,1,1,1
PMT-3324179,"6830 Amherst St, San Diego, CA 92115",PRJ-1044699,Closed,General-Standard-Combination Building Permit:6826/Amherst,,11/20/2024,11/20/2024,1,0,1,0,1
PMT-3127291,"318 53rd St, San Diego, CA",PRJ-1044737,Cancelled Application Expired,General-Expedite-Building Construction:322/53Rd,Add/Alt Companion Unit/Acc Apt,12/1/2021,,2,,0,1,1
PMT-3130385,"3610 03rd Av, San Diego, CA",PRJ-1045141,Cancelled Application Expired,General-Express-Building Construction:3610/03rd,Five or More Family Apt,12/21/2021,,2,,0,1,1
PMT-3125936,"3743 04th Av, San Diego, CA",PRJ-1045534,Inspection Followup,Actively Managed-Express-Building Construction:3743/04th,Five or More Family Condo,11/19/2021,5/12/2023,6,539,1,1,1
PMT-3127360,"101 50th St, San Diego, CA",PRJ-1045712,Cancelled,Actively Managed-Express-Building Construction:101/50th,Five or More Family Condo,12/1/2021,7/13/2023,99,589,1,1,1
PMT-3132296,"4060 Oregon St, San Diego, CA",PRJ-1045942,Inspection Followup,General-Express-Building Construction:4060/Oregon,Five or More Family Apt,1/6/2022,9/5/2023,11,607,1,1,1
PMT-3131067,"6353 Broadway, San Diego, CA",PRJ-1045971,Issued,General-Expedite-Building Construction:6353/Broadway,Add/Alt Companion Unit/Acc Apt,12/27/2021,11/22/2022,1,330,1,1,1
PMT-3129328,"5166 69Th St, San Diego, CA",PRJ-1045994,Closed,General-Standard-Building Construction:5162/69th,Add/Alt Companion Unit/Acc Apt,12/14/2021,9/15/2022,1,275,1,1,1
PMT-3129329,"5164 69Th St, San Diego, CA",PRJ-1045994,Closed,General-Standard-Building Construction:5162/69th,Add/Alt Companion Unit/Acc Apt,12/14/2021,9/15/2022,2,275,1,1,1
PMT-3133494,"6770 Akins Av, San Diego, CA",PRJ-1046662,Cancelled Application Expired,General-Expedite-Building Construction:6768/Akins,Add/Alt Companion Unit/Acc Apt,1/14/2022,,75,,0,1,1
PMT-3133523,"2534 Nye St, San Diego, CA",PRJ-1046665,Inspection Followup,General-Expedite-Building Construction:2534/Nye,Add/Alt Companion Unit/Acc Apt,1/14/2022,1/18/2024,8,734,1,1,1
PMT-3131710,"2260 El Cajon Bl, San Diego, CA 92104",PRJ-1047121,Inspection Followup,Actively Managed-Express-Building Construction:4304/Louisiana,Five or More Family Apt,1/3/2022,11/21/2022,10,322,1,1,1
PMT-3136388,"3530 Indiana St, San Diego, CA",PRJ-1047855,Cancelled Application Expired,General-Standard-Building Construction:3530/Indiana,Five or More Family Apt,2/3/2022,,1,,0,1,1
PMT-3135746,"2727 C St, San Diego, CA 92102",PRJ-1048294,Cancelled Application Expired,General-Express-Building Construction:2727/C,Five or More Family Apt,1/31/2022,,3,,0,1,1
PMT-3137921,"1590 Kettner Bl, San Diego, CA",PRJ-1048664,Inspection Followup,Actively Managed-Express-Building Construction:1590/Kettner,Five or More Family Apt,2/14/2022,3/27/2023,63,406,1,1,1
PMT-3138220,"1905 Broadway, San Diego, CA 92102",PRJ-1048673,Inspection Followup,General-Express-Building Construction:1905/Broadway,,2/15/2022,8/16/2023,8,547,1,0,1
PMT-3140418,"2519 El Cajon Bl, San Diego, CA",PRJ-1048773,Closed,General-Expedite-Building Construction:2519/El Cajon,Add/Alt Acc Bldgs to 3+ Fam,3/1/2022,6/23/2023,5,479,1,1,1
