ApprovalID,Address,ProjectID,ApprovalStatus,ProjectTitle,CensusBureauCategory,ApprovalCreation,ApprovalIssuance,ProjectURL,ApprovalURL,AffordableUnits
PMT-3149665,"4060 Euclid Av, San Diego, CA 92105",,,,,4/19/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=00XMM&agencyCode=SANDIEGO&IsToShowInspection=,
PMT-3155576,"5229 Rincon St, San Diego, CA",,,,,5/20/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=0188G&agencyCode=SANDIEGO&IsToShowInspection=,5
PMT-3159587,"2860 Webster Av, San Diego, CA 92113",,,,,6/13/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01FEC&agencyCode=SANDIEGO&IsToShowInspection=,3
PMT-3160779,"1902 1/3 69th St, San Diego, CA",,,,,6/20/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01HHR&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164600,"3014 Ulric Ct, San Diego, CA",,,,,7/12/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01OTA&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164876,"3816 Villa Tr, San Diego, CA",,,,,7/13/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PE5&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3164986,"128 Seaward Av, San Diego, CA",,Cancelled Application Expired,,Add/Alt Companion Unit/Acc Apt,7/13/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PLF&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164987,"128 Seaward Av, San Diego, CA",,Cancelled Application Expired,,Add/Alt Companion Unit/Acc Apt,7/13/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PLG&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164992,"128 Seaward Av, San Diego, CA",,Cancelled Application Expired,,Add/Alt Companion Unit/Acc Apt,7/13/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PLM&agencyCode=SANDIEGO&IsToShowInspection=,3
PMT-3177064,"3586 Princeton Av, San Diego, CA 92117",,Cancelled,,,9/16/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=02DVF&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3177389,"3257 L St, San Diego, CA 92102",,Cancelled,,,9/20/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=02EL8&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3180082,"6311 Inman St, San Diego, CA 92111",,Cancelled,,,10/4/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=02KAL&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3195616,"4158 1/2 40th St, San Diego, CA 92105",,Cancelled,,,12/28/2022,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=03JUH&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3197293,"5418 Hewlett Dr, San Diego, CA 92115",,Cancelled,,,1/6/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=002S8&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3201383,"3735 Central Av, San Diego, CA 92104",,Cancelled,,,1/31/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00ADO&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3204690,"15175 Andorra Wy, San Diego, CA 92129",,Cancelled,,,2/16/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00GCQ&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3205969,"6086 Estelle St, San Diego, CA 92115",,Cancelled,,,2/23/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00IXU&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3207133,"128 Seaward Av, San Diego, CA",,Cancelled Application Expired,,Add/Alt Companion Unit/Acc Apt,2/28/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00L2C&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3211659,"205 Hensley St, San Diego, CA",,Cancelled,,,3/23/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00UDI&agencyCode=SANDIEGO&IsToShowInspection=,3
PMT-3212028,"3058 Island Av, San Diego, CA",,Cancelled,,,3/25/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00V6I&agencyCode=SANDIEGO&IsToShowInspection=,3
PMT-3212030,"3060 Island Av, San Diego, CA 92102",,Cancelled,,,3/25/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00V6N&agencyCode=SANDIEGO&IsToShowInspection=,3
PMT-3212031,"3062 Island Av, San Diego, CA",,Cancelled,,,3/25/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00V6P&agencyCode=SANDIEGO&IsToShowInspection=,3
PMT-3213783,"6383 Broadway, San Diego, CA",,Cancelled,,,4/5/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=00ZAT&agencyCode=SANDIEGO&IsToShowInspection=,7
PMT-3215274,"2982 Greyling Dr, San Diego, CA",,Cancelled,,,4/12/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=012L2&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3217896,"974 Missouri St, San Diego, CA",,Cancelled,,,4/25/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=018Q3&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3219049,"3847 Clairemont Dr, San Diego, CA",,Cancelled,,,5/1/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=01BHO&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3223377,"3312 Avenida De Portugal, San Diego, CA 92106",,Cancelled,,,5/22/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=01K3J&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3231425,"3027 Luna Av, San Diego, CA",,Cancelled,,,6/30/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=01Y4W&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3231471,"3037 Luna Av, San Diego, CA",,Cancelled,,,6/30/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=01Y7M&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3238547,"2550 State St, San Diego, CA",,Cancelled,,,8/3/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=02BTU&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3238744,"5238 Imperial Av, San Diego, CA",,Cancelled,,,8/4/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=02C55&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3245536,"447 Ritchey St, San Diego, CA",,Cancelled,,,9/7/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=02N7V&agencyCode=SANDIEGO&IsToShowInspection=,14
PMT-3246073,"4648 Revillo Wy, San Diego, CA",,Cancelled,,Add/Alt Companion Unit/Acc Apt,9/11/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=02O1W&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3246074,"4650 Revillo Wy, San Diego, CA",,Cancelled,,Add/Alt Companion Unit/Acc Apt,9/11/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=02O1Y&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3246075,"4652 Revillo Wy, San Diego, CA",,Cancelled,,Add/Alt Companion Unit/Acc Apt,9/11/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=02O20&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3252548,"2090 Capistrano St, San Diego, CA",,Cancelled,,,10/16/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=02YNY&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3253652,"3326 Upas St, San Diego, CA",,Cancelled,,,10/20/2023,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=03107&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3270670,"4040 Normal St, San Diego, CA",,Cancelled,,,1/25/2024,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC24&capID2=00000&capID3=008AG&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3294481,"7456 Skyline Dr, San Diego, CA",,Cancelled,,,6/3/2024,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC24&capID2=00000&capID3=01EZ7&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3298074,"2587 Deauville St, San Diego, CA",,Cancelled,,,6/20/2024,,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC24&capID2=00000&capID3=01KG1&agencyCode=SANDIEGO&IsToShowInspection=,1
2156539,5548 RILEY ST,609222,Completed,The Crawford Multifamily,Five or More Family Apt,6/6/2018,7/10/2019,https://opendsd.sandiego.gov/Web/Projects/Details/609222,https://opendsd.sandiego.gov/Web/Approvals/Details/2156539,1
2162360,2828 HOWARD AV,610921,Completed,Howard Apartments,Five or More Family Apt,6/20/2018,12/17/2019,https://opendsd.sandiego.gov/Web/Projects/Details/610921,https://opendsd.sandiego.gov/Web/Approvals/Details/2162360,1
2183993,4360 UTAH ST,615145,Completed,Utah St. New Apartments,Five or More Family Apt,8/13/2018,3/6/2020,https://opendsd.sandiego.gov/Web/Projects/Details/615145,https://opendsd.sandiego.gov/Web/Approvals/Details/2183993,2
2191550,3539 DEL REY ST,616621,Completed,Del Rey Courtyard Apartments,"Add/Alt 3+ Fam, Increase DU",8/30/2018,10/29/2019,https://opendsd.sandiego.gov/Web/Projects/Details/616621,https://opendsd.sandiego.gov/Web/Approvals/Details/2191550,1
2203064,530 42ND ST,619027,Created,42nd St Residential Complex,Five or More Family Apt,9/28/2018,,https://opendsd.sandiego.gov/Web/Projects/Details/619027,https://opendsd.sandiego.gov/Web/Approvals/Details/2203064,9
2203068,531 MORRISON ST,619027,Created,42nd St Residential Complex,Five or More Family Apt,9/28/2018,,https://opendsd.sandiego.gov/Web/Projects/Details/619027,https://opendsd.sandiego.gov/Web/Approvals/Details/2203068,9
2212281,1 14TH ST,620559,Completed,14th & Commercial (Affordable),Five or More Family Apt,10/22/2018,4/29/2020,https://opendsd.sandiego.gov/Web/Projects/Details/620559,https://opendsd.sandiego.gov/Web/Approvals/Details/2212281,32
2213612,4444 MANITOU WY,621156,Issued,Manitou Villas,Five or More Family Apt,10/24/2018,5/27/2020,https://opendsd.sandiego.gov/Web/Projects/Details/621156,https://opendsd.sandiego.gov/Web/Approvals/Details/2213612,1
2214348,1290 KEELER CT,621279,Completed,Keeler Court Apts (Affordable),Five or More Family Apt,10/25/2018,1/24/2020,https://opendsd.sandiego.gov/Web/Projects/Details/621279,https://opendsd.sandiego.gov/Web/Approvals/Details/2214348,8
2218497,454 13TH ST,621575,Issued,Ezabelle (Mixed-use),Five or More Family Condo,11/5/2018,8/27/2019,https://opendsd.sandiego.gov/Web/Projects/Details/621575,https://opendsd.sandiego.gov/Web/Approvals/Details/2218497,6
2227437,5585 MILDRED ST,623604,Completed,Mildred Street Apartments,Five or More Family Apt,11/29/2018,6/8/2020,https://opendsd.sandiego.gov/Web/Projects/Details/623604,https://opendsd.sandiego.gov/Web/Approvals/Details/2227437,4
2228365,2187 EVERETT AV,624067,Completed,2187 Everett Avenue,Five or More Family Apt,12/3/2018,3/13/2020,https://opendsd.sandiego.gov/Web/Projects/Details/624067,https://opendsd.sandiego.gov/Web/Approvals/Details/2228365,1
2230332,2724 EL CAJON BL,624373,Cancelled,Digital - Vadara Tower West,Five or More Family Apt,12/6/2018,4/14/2021,https://opendsd.sandiego.gov/Web/Projects/Details/624373,https://opendsd.sandiego.gov/Web/Approvals/Details/2230332,5
2233941,4186 04TH AV,624797,Completed,Arbor Terrace Apartments,Five or More Family Apt,12/17/2018,8/22/2019,https://opendsd.sandiego.gov/Web/Projects/Details/624797,https://opendsd.sandiego.gov/Web/Approvals/Details/2233941,4
2235368,2629 EL CAJON BL,624950,Completed,El Cajon & Oregon Mixed Use,Five or More Family Apt,12/19/2018,7/16/2021,https://opendsd.sandiego.gov/Web/Projects/Details/624950,https://opendsd.sandiego.gov/Web/Approvals/Details/2235368,5
2236729,2015 ALBATROSS ST,625726,Completed,2015 Albatross Street,Five or More Family Apt,12/20/2018,8/27/2019,https://opendsd.sandiego.gov/Web/Projects/Details/625726,https://opendsd.sandiego.gov/Web/Approvals/Details/2236729,1
2239156,3586 ADAMS AV,625787,Completed,Orchid Micro Apartments,Five or More Family Apt,1/4/2019,9/5/2019,https://opendsd.sandiego.gov/Web/Projects/Details/625787,https://opendsd.sandiego.gov/Web/Approvals/Details/2239156,1
2259228,2086 HARRISON AV,630568,Created,Harrison Apartments,Five or More Family Apt,2/25/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/630568,https://opendsd.sandiego.gov/Web/Approvals/Details/2259228,2
2277729,3968 HAWK ST,634374,Completed,Juno on Hawk,Five or More Family Apt,4/9/2019,5/8/2021,https://opendsd.sandiego.gov/Web/Projects/Details/634374,https://opendsd.sandiego.gov/Web/Approvals/Details/2277729,1
2306418,1211 MOLLIE ST,635775,Issued,Dig-Lauretta Apartments,Five or More Family Apt,6/17/2019,4/13/2022,https://opendsd.sandiego.gov/Web/Projects/Details/635775,https://opendsd.sandiego.gov/Web/Approvals/Details/2306418,1
2294230,3801 RICHMOND ST,637750,Created,Richmond Apartments,Five or More Family Apt,5/17/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/637750,https://opendsd.sandiego.gov/Web/Approvals/Details/2294230,1
2317067,2411 EL CAJON BL,642375,Completed,AC Lofts,Five or More Family Apt,7/11/2019,3/2/2020,https://opendsd.sandiego.gov/Web/Projects/Details/642375,https://opendsd.sandiego.gov/Web/Approvals/Details/2317067,3
2326102,4364 ALABAMA ST,643946,Issued,Alabama Apartments,Five or More Family Apt,8/2/2019,10/21/2021,https://opendsd.sandiego.gov/Web/Projects/Details/643946,https://opendsd.sandiego.gov/Web/Approvals/Details/2326102,2
2326330,2001 04TH AV,644215,Completed,The Hawthorne,Five or More Family Apt,8/5/2019,6/12/2020,https://opendsd.sandiego.gov/Web/Projects/Details/644215,https://opendsd.sandiego.gov/Web/Approvals/Details/2326330,3
2327379,14473 PENASQUITOS DR,644431,Completed,DIGITAL- Millennium PQ (bldgs),Five or More Family Apt,8/6/2019,1/7/2021,https://opendsd.sandiego.gov/Web/Projects/Details/644431,https://opendsd.sandiego.gov/Web/Approvals/Details/2327379,4
2327383,14483 PENASQUITOS DR,644431,Completed,DIGITAL- Millennium PQ (bldgs),Five or More Family Apt,8/6/2019,1/7/2021,https://opendsd.sandiego.gov/Web/Projects/Details/644431,https://opendsd.sandiego.gov/Web/Approvals/Details/2327383,5
2327391,14453 PENASQUITOS DR,644431,Completed,DIGITAL- Millennium PQ (bldgs),Five or More Family Apt,8/6/2019,1/7/2021,https://opendsd.sandiego.gov/Web/Projects/Details/644431,https://opendsd.sandiego.gov/Web/Approvals/Details/2327391,4
2327395,14443 PENASQUITOS DR,644431,Completed,DIGITAL- Millennium PQ (bldgs),Five or More Family Apt,8/6/2019,1/7/2021,https://opendsd.sandiego.gov/Web/Projects/Details/644431,https://opendsd.sandiego.gov/Web/Approvals/Details/2327395,3
2327399,14423 PENASQUITOS DR,644431,Completed,DIGITAL- Millennium PQ (bldgs),Five or More Family Apt,8/6/2019,1/7/2021,https://opendsd.sandiego.gov/Web/Projects/Details/644431,https://opendsd.sandiego.gov/Web/Approvals/Details/2327399,3
2327403,14403 PENASQUITOS DR,644431,Completed,DIGITAL- Millennium PQ (bldgs),Five or More Family Apt,8/6/2019,1/7/2021,https://opendsd.sandiego.gov/Web/Projects/Details/644431,https://opendsd.sandiego.gov/Web/Approvals/Details/2327403,2
2327407,14413 PENASQUITOS DR,644431,Completed,DIGITAL- Millennium PQ (bldgs),Five or More Family Apt,8/6/2019,1/7/2021,https://opendsd.sandiego.gov/Web/Projects/Details/644431,https://opendsd.sandiego.gov/Web/Approvals/Details/2327407,1
2327411,14433 PENASQUITOS DR,644431,Completed,DIGITAL- Millennium PQ (bldgs),Acc Bldg to 3+ Fam or NonRes,8/6/2019,1/7/2021,https://opendsd.sandiego.gov/Web/Projects/Details/644431,https://opendsd.sandiego.gov/Web/Approvals/Details/2327411,1
2331159,2528 ISLAND AV,645229,Created,2528 Island MDU,Five or More Family Apt,8/15/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/645229,https://opendsd.sandiego.gov/Web/Approvals/Details/2331159,1
2331340,3843 NATIONAL AV,645260,Completed,3843 National Ave Apt,Five or More Family Apt,8/15/2019,7/27/2020,https://opendsd.sandiego.gov/Web/Projects/Details/645260,https://opendsd.sandiego.gov/Web/Approvals/Details/2331340,2
2340112,5526 LAURETTA ST,646459,Completed,Lauretta St Units,Five or More Family Apt,9/9/2019,6/9/2020,https://opendsd.sandiego.gov/Web/Projects/Details/646459,https://opendsd.sandiego.gov/Web/Approvals/Details/2340112,3
2344023,465 47TH ST,647893,Completed,Digital-Post 310 (blg),Three or Four Family Apt,9/18/2019,9/21/2022,https://opendsd.sandiego.gov/Web/Projects/Details/647893,https://opendsd.sandiego.gov/Web/Approvals/Details/2344023,18
2345060,1401 UNION ST,648134,Completed,Union & Ash (MDU),Five or More Family Apt,9/20/2019,12/11/2020,https://opendsd.sandiego.gov/Web/Projects/Details/648134,https://opendsd.sandiego.gov/Web/Approvals/Details/2345060,32
2354109,635 ROBINSON AV,649440,Completed,DIGITAL - HILLCREST 111,Five or More Family Apt,10/14/2019,10/9/2020,https://opendsd.sandiego.gov/Web/Projects/Details/649440,https://opendsd.sandiego.gov/Web/Approvals/Details/2354109,9
2356059,4130 LOUISIANA ST,650393,Completed,Louisiana LLC MDU,Five or More Family Apt,10/18/2019,7/14/2020,https://opendsd.sandiego.gov/Web/Projects/Details/650393,https://opendsd.sandiego.gov/Web/Approvals/Details/2356059,1
2357135,2654 B ST,650640,Issued,B Street Appartments,Five or More Family Apt,10/22/2019,5/5/2021,https://opendsd.sandiego.gov/Web/Projects/Details/650640,https://opendsd.sandiego.gov/Web/Approvals/Details/2357135,1
2360004,4969 IMPERIAL AV,651232,Cancelled,*Replac* Imperial Apartments,Five or More Family Apt,10/29/2019,4/16/2021,https://opendsd.sandiego.gov/Web/Projects/Details/651232,https://opendsd.sandiego.gov/Web/Approvals/Details/2360004,1
2364544,4353 PARK BL,652165,Completed,Digital Winslow Mixed Use Bldg,Five or More Family Apt,11/8/2019,3/15/2021,https://opendsd.sandiego.gov/Web/Projects/Details/652165,https://opendsd.sandiego.gov/Web/Approvals/Details/2364544,30
2378458,9801 SYDNEY LN,652319,Completed,CMV 4 (mdu),Five or More Family Apt,12/13/2019,2/16/2021,https://opendsd.sandiego.gov/Web/Projects/Details/652319,https://opendsd.sandiego.gov/Web/Approvals/Details/2378458,32
2367236,5506 UNIVERSITY AV,652711,Completed,Aztec Canyon Conversion,Two Family Apartment,11/18/2019,6/24/2020,https://opendsd.sandiego.gov/Web/Projects/Details/652711,https://opendsd.sandiego.gov/Web/Approvals/Details/2367236,2
2368887,6240 MISSION GORGE RD,652742,Completed,Trinity Place,Five or More Family Apt,11/20/2019,3/23/2020,https://opendsd.sandiego.gov/Web/Projects/Details/652742,https://opendsd.sandiego.gov/Web/Approvals/Details/2368887,6
2372054,4455 LAMONT ST,652848,Completed,The Lamont Mixed Use,Five or More Family Apt,11/27/2019,9/29/2020,https://opendsd.sandiego.gov/Web/Projects/Details/652848,https://opendsd.sandiego.gov/Web/Approvals/Details/2372054,3
2369611,4712 ARIZONA ST,652912,Created,Arizona St MDU,Five or More Family Apt,11/21/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/652912,https://opendsd.sandiego.gov/Web/Approvals/Details/2369611,1
2370189,2915 E ST,652956,Issued,Digital 29th and E Apartments,Five or More Family Condo,11/22/2019,10/18/2021,https://opendsd.sandiego.gov/Web/Projects/Details/652956,https://opendsd.sandiego.gov/Web/Approvals/Details/2370189,3
2370478,2915 E ST,652956,Issued,Digital 29th and E Apartments,Five or More Family Condo,11/25/2019,10/18/2021,https://opendsd.sandiego.gov/Web/Projects/Details/652956,https://opendsd.sandiego.gov/Web/Approvals/Details/2370478,2
2370482,2915 E ST,652956,Issued,Digital 29th and E Apartments,Five or More Family Condo,11/25/2019,10/18/2021,https://opendsd.sandiego.gov/Web/Projects/Details/652956,https://opendsd.sandiego.gov/Web/Approvals/Details/2370482,1
2369431,405 16TH ST,653111,Created,Digital-The Fellow (high rise),Acc Struct to 3+ Fam or NonRes,11/21/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/653111,https://opendsd.sandiego.gov/Web/Approvals/Details/2369431,11
2372152,4566 30TH ST,653144,Issued,DIGITAL-30th St. Apartments,Five or More Family Apt,11/27/2019,6/27/2022,https://opendsd.sandiego.gov/Web/Projects/Details/653144,https://opendsd.sandiego.gov/Web/Approvals/Details/2372152,2
2371082,4505 ILLINOIS ST,653414,Issued,Digi - IS_Micro Units,Five or More Family Apt,11/26/2019,2/11/2022,https://opendsd.sandiego.gov/Web/Projects/Details/653414,https://opendsd.sandiego.gov/Web/Approvals/Details/2371082,2
2372277,5310 ADOBE FALLS RD,653571,Completed,Waring Gardens Apartments,Five or More Family Apt,11/27/2019,5/28/2021,https://opendsd.sandiego.gov/Web/Projects/Details/653571,https://opendsd.sandiego.gov/Web/Approvals/Details/2372277,9
2372219,2001 04TH AV,653656,Completed,The Hawthorne (Building C),Add/Alt Tenant Improvements,11/27/2019,8/21/2020,https://opendsd.sandiego.gov/Web/Projects/Details/653656,https://opendsd.sandiego.gov/Web/Approvals/Details/2372219,3
2373556,5858 MOUNT ALIFAN DR,653910,Completed,Ivy Senior Apartments,Five or More Family Apt,12/4/2019,5/13/2020,https://opendsd.sandiego.gov/Web/Projects/Details/653910,https://opendsd.sandiego.gov/Web/Approvals/Details/2373556,52
2374590,4530 INGRAHAM ST,654100,Completed,Blue Car new multi-family,Five or More Family Apt,12/6/2019,3/19/2021,https://opendsd.sandiego.gov/Web/Projects/Details/654100,https://opendsd.sandiego.gov/Web/Approvals/Details/2374590,1
2374800,4310 ARAGON DR,654145,Cancelled,Digital - University Mixed Use,Five or More Family Apt,12/6/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/654145,https://opendsd.sandiego.gov/Web/Approvals/Details/2374800,2
2374859,4555 30TH ST,654148,Issued,Digital-Fenton Residential,Five or More Family Apt,12/6/2019,4/11/2022,https://opendsd.sandiego.gov/Web/Projects/Details/654148,https://opendsd.sandiego.gov/Web/Approvals/Details/2374859,5
2375398,4333 ILLINOIS ST,654258,Completed,Illinois St Apartments,Five or More Family Apt,12/9/2019,1/27/2020,https://opendsd.sandiego.gov/Web/Projects/Details/654258,https://opendsd.sandiego.gov/Web/Approvals/Details/2375398,5
2375895,2441 UNIVERSITY AV,654375,Completed,n-B-tween (bldg) PERMIT NOW,Five or More Family Apt,12/10/2019,5/26/2021,https://opendsd.sandiego.gov/Web/Projects/Details/654375,https://opendsd.sandiego.gov/Web/Approvals/Details/2375895,3
2376430,5930 DIVISION ST,654482,Completed,Valencia pointe mixed use,Five or More Family Apt,12/11/2019,2/23/2021,https://opendsd.sandiego.gov/Web/Projects/Details/654482,https://opendsd.sandiego.gov/Web/Approvals/Details/2376430,102
2376657,1011 UNION ST,654500,Completed,Digitl 220 W Broadway Hi Rise,Five or More Family Condo,12/11/2019,7/1/2021,https://opendsd.sandiego.gov/Web/Projects/Details/654500,https://opendsd.sandiego.gov/Web/Approvals/Details/2376657,41
2377287,2078 HARRISON AV,654636,Created,Shift2 New MDU,Five or More Family Apt,12/12/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/654636,https://opendsd.sandiego.gov/Web/Approvals/Details/2377287,1
2377391,3056 IMPERIAL AV,654657,Created,Shift New MDU,Five or More Family Apt,12/12/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/654657,https://opendsd.sandiego.gov/Web/Approvals/Details/2377391,1
2377660,3023 IMPERIAL AV,654700,Created,Cholla House New MDU,Five or More Family Apt,12/12/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/654700,https://opendsd.sandiego.gov/Web/Approvals/Details/2377660,1
2379863,6073 AVENIDA CHAMNEZ,655099,Created,Stanley Guest Quarters,"Add/Alt Guest House, No Chg DU",12/17/2019,,https://opendsd.sandiego.gov/Web/Projects/Details/655099,https://opendsd.sandiego.gov/Web/Approvals/Details/2379863,1
