JURIS_NAME,CNTY_NAME,YEAR,PRIOR_APN,APN,STREET_ADDRESS,PROJECT_NAME,JURS_TRACKING_ID,UNIT_CAT,TENURE,APP_SUBMIT_DT,VLOW_INCOME_DR,VLOW_INCOME_NDR,LOW_INCOME_DR,LOW_INCOME_NDR,MOD_INCOME_DR,MOD_INCOME_NDR,ABOVE_MOD_INCOME,TOT_PROPOSED_UNITS,TOT_APPROVED_UNITS,TOT_DISAPPROVED_UNITS,APP_SUBMITTED_SB35,DENSITY_BONUS_RECEIVED,DENSITY_BONUS_APPROVED,APPLICATION_STATUS,PROJECT_TYPE,NOTES
SAN DIEGO,San Diego,2023.0,,3515711100,"6340 Camino De La Costa, San Diego, CA 92037",General-Standard-Building Construction:6340/Camino De La Costa,PMT-3230837,SFD,Owner,2023-06-28,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4360521900,"1346 Lehigh St, San Diego, CA",General-Standard-Building Construction:1350/Lehigh,PMT-3263265,SFD,Owner,2023-12-07,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4483611000,"4738 Pescadero Av, San Diego, CA 92107",General-Standard-Building Construction:4738/Pescadero,PMT-3220574,SFD,Owner,2023-05-09,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5494501100,375 WOODMAN ST,Digital-WoodmanCt-2019CBC (20),2614899,SFD,Owner,2023-08-17,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4533421000,"3414 Florida St, San Diego, CA",General-Express-Building Construction:3414/Florida,PMT-3253392,SFD,Owner,2023-10-19,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4670721600,"5176 Rincon St, San Diego, CA",General-Standard-Combination Building Permit:5174/Rincon,PMT-3245419,SFD,Owner,2023-09-06,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4481623200,"4919 Santa Cruz Av, San Diego, CA",Rapid Review-Standard-Building Construction:4921/Santa Cruz,PMT-3253567,ADU,Renter,2023-10-20,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5773211000,"8014 Helm St, San Diego, CA",General-Standard-Building Construction:8014/Helm,PMT-3248295,ADU,Renter,2023-09-21,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5451610700,"405 28th St, San Diego, CA",General-Standard-Building Construction:405/28th,PMT-3205174,ADU,Renter,2023-02-21,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4371031000,"1599 Burton St, San Diego, CA",General-Standard-Building Construction:1591/Burton,PMT-3264487,ADU,Renter,2023-12-14,0,0,1,0.0,0.0,0.0,1.0,2.0,2.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4496700300,"2510 Poinsettia Dr, San Diego, CA 92106",General-Standard-Building Construction:2510/Poinsettia,PMT-3206289,ADU,Renter,2023-02-24,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4231911400,"1540 Grand Av, San Diego, CA",General-Standard-Building Construction:1534/Grand,PMT-3219795,ADU,Renter,2023-05-04,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4671721300,"6250 Dorothy Dr, San Diego, CA 92115",Rapid Review-Standard-Building Construction:6248/Dorothy,PMT-3200624,ADU,Renter,2023-01-26,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4521541100,"1270 Robinson Av, San Diego, CA",General-Standard-Building Construction:1270/Robinson,PMT-3260576,ADU,Renter,2023-11-22,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5405907400,"3320 B St, San Diego, CA",Rapid Review-Standard-Building Construction:3320/B,PMT-3258843,ADU,Renter,2023-11-13,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4280540300,"3356 Towser St, San Diego, CA 92123",General-Standard-Building Construction:3358/Towser,PMT-3207052,ADU,Renter,2023-02-28,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4180831000,"4161 Clairemont Dr, San Diego, CA",General-Standard-Building Construction:4161/Clairemont,PMT-3199241,ADU,Renter,2023-01-18,0,0,0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4484212300,"4762 Muir Av, San Diego, CA 92107",Rapid Review-Standard-Building Construction:4764/Muir,PMT-3210910,ADU,Renter,2023-03-18,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4371031000,"1595 Burton St, San Diego, CA",General-Standard-Building Construction:1591/Burton,PMT-3264485,ADU,Renter,2023-12-14,0,0,1,0.0,0.0,0.0,1.0,2.0,2.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4371031000,"1597 Burton St, San Diego, CA",General-Standard-Building Construction:1591/Burton,PMT-3264486,ADU,Renter,2023-12-14,0,0,1,0.0,0.0,0.0,1.0,2.0,2.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4532211100,"3621 Arizona St, San Diego, CA",General-Standard-Building Construction:3617/Arizona,PMT-3249221,ADU,Renter,2023-09-27,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4543311600,"4130 Thorn St, San Diego, CA",General-Standard-Building Construction:4128/Thorn,PMT-3261556,ADU,Renter,2023-11-30,0,0,0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4402900100,"4915 East Mountain View Dr, San Diego, CA 92116",Rapid Review-Standard-Building Construction:4915/East Mountain View,PMT-3218899,ADU,Renter,2023-05-01,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5522010500,"4920 Solola Av, San Diego, CA 92113",General-Standard-Building Construction:4920/Solola,PMT-3265490,ADU,Renter,2023-12-20,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5392120300,"2869 Grape St, San Diego, CA 92102",General-Standard-Building Construction:2869/Grape,PMT-3220714,ADU,Renter,2023-05-09,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5816004400,"891 Banneker Dr, San Diego, CA",Rapid Review-Standard-Building Construction:891/Banneker,PMT-3198362,ADU,Renter,2023-01-12,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,6381301003,"225 West Park Av, San Diego, CA",Rapid Review-Standard-Building Construction:null/null,PMT-3207919,ADU,Renter,2023-03-03,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4315121900,"6745 Goodwin St, San Diego, CA",General-Standard-Building Construction:6745/Goodwin,PMT-3236894,ADU,Renter,2023-07-27,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4154721500,"934 Chalcedony St, San Diego, CA",General-Standard-Building Construction:934/Chalcedony,PMT-3201044,ADU,Renter,2023-01-30,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5391810500,"2211 Bancroft St, San Diego, CA 92104",Rapid Review-Standard-Building Construction:2211/Bancroft,PMT-3222441,ADU,Renter,2023-05-17,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4166400500,"5123 Los Altos Ct, San Diego, CA 92109",Rapid Review-Standard-Building Construction:5123/Los Altos,PMT-3250626,MH,Owner,2023-10-04,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4777022800,"5057 Tiselle Wy, San Diego, CA",General-Standard-Building Construction:5055/Tiselle,PMT-3225263,ADU,Renter,2023-06-01,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4231730600,"1341 Thomas Av, San Diego, CA",General-Standard-Building Construction:1343/Thomas,PMT-3252747,ADU,Renter,2023-10-17,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4480321100,"5116 Long Branch Av, San Diego, CA 92107",General-Standard-Building Construction:5116/Long Branch,PMT-3209575,ADU,Renter,2023-03-13,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5824311400,"106 Sumatra Ln, San Diego, CA 92114",General-Standard-Building Construction:106/Sumatra,PMT-3262459,ADU,Renter,2023-12-05,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,6271811900,"1650 Elm Av, San Diego, CA",General-Standard-Building Construction:1654/Elm,PMT-3245097,ADU,Renter,2023-09-05,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,6311400300,"1347 Kenalan Dr, San Diego, CA",Rapid Review-Standard-Building Construction:1345/Kenalan,PMT-3241534,ADU,Renter,2023-08-16,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5395311600,"1108 30th St, San Diego, CA",General-Standard-Building Construction:1108/30th,PMT-3235220,ADU,Renter,2023-07-19,0,0,3,0.0,0.0,0.0,3.0,6.0,6.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5820430300,"6430 Inyo St, San Diego, CA 92139",General-Standard-Building Construction:6430/Inyo,PMT-3266271,ADU,Renter,2023-12-28,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5837230600,"7881 Hunthaven Rd, San Diego, CA",General-Standard-Building Construction:7879/Hunthaven,PMT-3227895,ADU,Renter,2023-06-13,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4235780900,"724 San Jose Pl, San Diego, CA",General-Standard-Combination Building Permit:724/San Jose,PMT-3216665,SFA,Owner,2023-04-19,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3461900100,"8305 Calle Del Cielo, San Diego, CA 92037",General-Standard-Building Construction:8305/Calle Del Cielo,PMT-3227280,SFD,Owner,2023-06-09,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3595402800,"4594 Jutland Pl, San Diego, CA",General-Standard-Combination Building Permit:4596/Jutland,PMT-3247622,SFD,Owner,2023-09-19,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4716023800,"4820 Auburn Dr, San Diego, CA 92105",General-Standard-Building Construction:4818/Auburn,PMT-3242368,SFD,Owner,2023-08-21,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4236431000,"726 Jersey Ct, San Diego, CA 92109",General-Standard-Building Construction:726/Jersey,PMT-3255896,SFD,Owner,2023-11-01,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3410504000,"14795 Sierra Wy, San Diego, CA",Express- Master Plan MDU:10213/Camino Santa Fe,PMT-3245642,SFA,Owner,2023-09-07,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3410504000,"14811 Temescal Wy, San Diego, CA",Express- Master Plan MDU:10213/Camino Santa Fe,PMT-3245634,SFA,Owner,2023-09-07,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"13104 Greer Dr, San Diego, CA 92129",Building Construction - Master Plan MDU:15304/Junipers,PMT-3200213,SFA,Owner,2023-01-24,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15166 Leia Wy, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3200211,SFA,Owner,2023-01-24,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3410504000,"14806 Temescal Wy, San Diego, CA",Express- Master Plan MDU:10213/Camino Santa Fe,PMT-3245624,SFA,Owner,2023-09-07,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15325 Junipers Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196003,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"13117 Greer Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3195994,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15338 Junipers Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3195992,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15345 Junipers Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3195998,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3411812400,"10177 Spring Manor Ct, San Diego, CA",Rapid Review-Standard-Building Construction:10179/Spring Manor,PMT-3234915,ADU,Renter,2023-07-18,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4244332700,"4088 Crown Point Dr, San Diego, CA",General-Express-Building Construction:4088/Crown Point,PMT-3251139,ADU,Renter,2023-10-06,0,0,0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4536331300,"2930 Nutmeg St, San Diego, CA 92104",Combination Building Permit:2932/Nutmeg,PMT-3251357,SFD,Owner,2023-10-09,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3080401300,"11304 Caminito Rodar, San Diego, CA",Standard- Master Plan SDU:11304/Caminito Rodar,PMT-3259774,SFD,Owner,2023-11-17,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3462320600,"8247 Paseo Del Ocaso, San Diego, CA 92037",Rapid Review-Standard-Building Construction:8247/Paseo Del Ocaso,PMT-3230665,SFD,Owner,2023-06-27,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4312104300,"6723 Roeblin Ct, San Diego, CA",General-Standard-Combination Building Permit:6727/Roeblin,PMT-3220404,SFA,Owner,2023-05-08,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4716023800,"4818 Auburn Dr, San Diego, CA 92105",General-Standard-Building Construction:4818/Auburn,PMT-3242366,SFD,Owner,2023-08-21,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5494501100,375 WOODMAN ST,Digital-WoodmanCt-2019CBC (20),2614927,SFD,Owner,2023-08-17,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15348 Junipers Dr, San Diego, CA 92129",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196255,SFA,Owner,2023-01-03,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"13168 Greer Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196092,SFA,Owner,2023-01-03,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"13144 Greer Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196008,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15326 Junipers Dr, San Diego, CA 92129",Building Construction - Master Plan MDU:15304/Junipers,PMT-3200216,SFA,Owner,2023-01-24,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4777105800,"2502 Euclid Av, San Diego, CA 92105",Rapid Review-Standard-Building Construction:2502/Euclid,PMT-3247904,ADU,Renter,2023-09-20,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5863852100,"2530 Manzana Wy, San Diego, CA",General-Standard-Building Construction:2532/Manzana,PMT-3255593,ADU,Renter,2023-10-31,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4570431200,"8044 Beaver Lake Dr, San Diego, CA",Rapid Review-Standard-Building Construction:8044/Beaver Lake,PMT-3202737,ADU,Renter,2023-02-07,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4474811000,"3825 37th St, San Diego, CA",General-Standard-Building Construction:3825/37th,PMT-3214458,ADU,Renter,2023-04-07,0,0,0,0.0,5.0,0.0,4.0,9.0,9.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4534110700,"2870 Myrtle Av, San Diego, CA 92104",General-Standard-Building Construction:2870/Myrtle,PMT-3246508,ADU,Renter,2023-09-12,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5481812000,"5268 Imperial Av, San Diego, CA",General-Expedite-Building Construction:5268/Imperial,PMT-3260901,ADU,Renter,2023-11-27,0,0,1,0.0,0.0,0.0,1.0,2.0,2.0,0.0,,Yes,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4486920700,"2246 Seaside St, San Diego, CA 92107",General-Standard-Building Construction:2246/Seaside,PMT-3201156,ADU,Renter,2023-01-30,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4715710400,"3871 Highland Av, San Diego, CA",General-Standard-Building Construction:3867/Highland,PMT-3256149,ADU,Renter,2023-11-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4455411600,"2640 Polk Av, San Diego, CA",General-Standard-Building Construction:2640/Polk,PMT-3263604,ADU,Renter,2023-12-11,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4536331300,"2932 Nutmeg St, San Diego, CA 92104",Combination Building Permit:2932/Nutmeg,PMT-3251356,SFD,Owner,2023-10-09,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5491541000,"6389 Shaules Av, San Diego, CA",General-Standard-Building Construction:6389/Shaules,PMT-3200912,SFD,Owner,2023-01-28,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4486521900,"4541 Newport Av, San Diego, CA 92107",Rapid Review-Standard-Building Construction:4533/Newport,PMT-3211649,SFD,Owner,2023-03-23,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4537831100,"3133 Vancouver Av, SAN DIEGO, CA 92104",General-Standard-Building Construction:3133/Vancouver,PMT-3196914,SFD,Owner,2023-01-05,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3151611000,"12832 Via Caballo Rojo, San Diego, CA",General-Standard-Combination Building Permit:12832/Via Caballo Rojo,PMT-3212295,SFD,Owner,2023-03-28,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4486521900,"4537 Newport Av, San Diego, CA 92107",Rapid Review-Standard-Building Construction:4533/Newport,PMT-3211637,SFD,Owner,2023-03-23,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,4463642600,"3037 Polk Av, San Diego, CA 92104",General-Express-Building Construction:3037/Polk,PMT-3215666,SFA,Owner,2023-04-13,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5530130100,Pending,General-Standard-Building Construction:5631/Cervantes,PMT-3198225,SFD,Owner,2023-01-11,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,5321321200,"3624 Warner St, San Diego, CA 92106",General-Standard-Combination Building Permit:3626/Warner,PMT-3233037,SFD,Owner,2023-07-10,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"12955 Kelly Wy, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196150,SFA,Owner,2023-01-03,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"12970 Kelly Wy, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3200214,SFA,Owner,2023-01-24,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"12805 Amy Wy, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196038,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15358 Junipers Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196025,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15343 Junipers Dr, San Diego, CA 92129",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196124,SFA,Owner,2023-01-03,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3410504000,"14707 Sierra Wy, San Diego, CA",Express- Master Plan MDU:10213/Camino Santa Fe,PMT-3245617,SFA,Owner,2023-09-07,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15318 Junipers Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3195990,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"13122 Greer Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196018,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"13124 Greer Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196089,SFA,Owner,2023-01-03,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15360 Junipers Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3196031,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3410504000,"14786 Sierra Wy, San Diego, CA",Express- Master Plan MDU:10213/Camino Santa Fe,PMT-3245663,SFA,Owner,2023-09-07,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"15306 Junipers Dr, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3195988,SFA,Owner,2023-01-02,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"12850 Amy Wy, San Diego, CA",Building Construction - Master Plan MDU:15304/Junipers,PMT-3200208,SFA,Owner,2023-01-24,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
SAN DIEGO,San Diego,2023.0,,3130600600,"13137 Greer Dr, San Diego, CA 92129",Building Construction - Master Plan MDU:15304/Junipers,PMT-3197424,SFA,Owner,2023-01-09,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,No,,Approved,Ministerial,
